STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
MADHYA PRADESH,DEWAS,2003,57,85,2,88,0,88,34,20,14,27,6,67,366,999,153,846,112,25,44,0,31,396,12,213,68,196,0,114,5536,8478
MADHYA PRADESH,DHAR,2003,87,86,0,82,0,82,27,23,4,5,17,46,261,515,112,403,138,27,11,0,46,586,40,200,13,85,0,0,2666,4938
MADHYA PRADESH,DINDORI,2003,14,3,0,37,0,37,2,2,0,0,0,5,61,44,10,34,5,1,10,0,6,109,1,64,8,22,0,21,622,1035
MADHYA PRADESH,GUNA,2003,37,32,8,83,0,83,8,6,2,0,1,21,258,254,52,202,76,6,21,0,16,953,9,175,7,68,0,108,1437,3578
MADHYA PRADESH,GWALIOR,2003,91,137,8,72,0,72,81,50,31,10,8,112,997,967,407,560,151,36,109,2,9,847,24,161,6,125,0,188,3692,7833
MADHYA PRADESH,HARDA,2003,13,10,0,25,0,25,1,1,0,4,0,14,42,83,34,49,7,0,3,0,3,277,3,52,0,22,0,3,266,828
MADHYA PRADESH,HOSHANGABAD,2003,49,53,68,70,0,70,10,7,3,1,2,48,337,357,90,267,29,6,19,1,12,465,19,127,7,52,0,0,1629,3361
MADHYA PRADESH,INDORE,2003,93,129,3,77,0,77,61,43,18,6,7,162,966,2856,1452,1404,134,64,123,5,42,974,22,240,84,298,0,340,9312,15998
MADHYA PRADESH,INDORE RLY.,2003,4,2,1,0,0,0,0,0,0,0,0,4,4,111,2,109,3,0,4,0,0,8,1,3,0,0,0,0,57,202
MADHYA PRADESH,JABALPUR,2003,92,131,0,103,0,103,45,25,20,3,4,96,635,1151,434,717,95,26,84,2,18,3420,57,297,60,108,0,180,3397,10004
MADHYA PRADESH,JABALPUR RLY.,2003,1,3,0,0,0,0,3,2,1,0,4,16,8,223,4,219,1,0,1,0,0,15,0,4,1,0,0,0,117,397
MADHYA PRADESH,JHABUA,2003,119,101,15,36,0,36,37,35,2,5,12,18,143,214,31,183,46,3,17,0,47,634,0,112,10,12,0,24,1766,3371
MADHYA PRADESH,KATNI,2003,35,34,3,37,0,37,6,4,2,1,2,27,190,225,103,122,30,5,16,0,6,886,17,137,15,61,0,105,719,2557
MADHYA PRADESH,KHANDWA,2003,31,30,0,53,0,53,20,18,2,2,3,9,225,222,48,174,37,9,23,0,6,34,6,157,21,23,0,45,1835,2791
MADHYA PRADESH,KHARGON,2003,37,36,7,50,0,50,13,13,0,5,15,18,259,646,34,612,77,31,27,2,6,393,5,184,31,43,0,151,2125,4161
MADHYA PRADESH,MANDLA,2003,37,15,1,39,0,39,2,2,0,0,0,5,92,113,16,97,20,4,17,0,4,344,4,143,13,44,0,51,1199,2147
MADHYA PRADESH,MANDSAUR,2003,30,27,0,45,0,45,12,5,7,3,2,33,231,413,86,327,52,24,33,1,21,306,4,126,12,54,0,64,1265,2758
MADHYA PRADESH,MORENA,2003,57,65,4,40,0,40,32,21,11,6,2,42,248,458,80,378,167,0,29,2,14,783,23,93,3,41,0,104,2274,4487
MADHYA PRADESH,NARSINGHPUR,2003,44,39,2,40,0,40,3,3,0,0,1,19,101,127,31,96,28,3,11,0,15,898,15,134,19,34,0,56,557,2146
MADHYA PRADESH,NEEMUCH,2003,13,15,2,31,0,31,9,5,4,4,1,18,225,313,110,203,36,31,20,1,11,319,4,65,10,65,0,45,878,2116
MADHYA PRADESH,PANNA,2003,36,16,1,32,0,32,7,4,3,0,0,15,100,122,12,110,14,5,5,0,9,72,21,92,2,26,0,36,1021,1632
MADHYA PRADESH,RAISEN,2003,35,50,0,75,0,75,8,8,0,1,0,16,153,208,38,170,33,4,10,0,7,231,17,176,0,46,0,97,2209,3376
MADHYA PRADESH,RAJGARH,2003,31,48,1,88,0,88,9,5,4,1,0,35,214,328,35,293,121,9,10,1,35,367,2,163,20,83,0,111,2389,4066
MADHYA PRADESH,RATLAM,2003,45,46,3,62,0,62,14,9,5,2,7,18,169,443,111,332,24,22,37,1,19,315,5,132,13,50,0,84,1936,3447
MADHYA PRADESH,REWA,2003,57,46,0,41,0,41,36,11,25,8,7,59,723,393,149,244,49,7,16,0,26,582,28,110,2,44,0,107,2109,4450
MADHYA PRADESH,SAGAR,2003,59,109,0,121,0,121,30,28,2,0,1,32,411,521,38,483,103,6,34,0,35,2040,27,388,17,127,0,107,2688,6856
MADHYA PRADESH,SATNA,2003,61,59,0,59,0,59,18,5,13,1,1,38,330,362,119,243,34,5,17,1,21,910,33,187,5,57,0,175,2163,4537
MADHYA PRADESH,SEONI,2003,27,24,2,54,0,54,1,1,0,0,0,13,103,93,22,71,28,5,14,0,5,375,6,86,4,25,0,86,944,1895
MADHYA PRADESH,SHAHDOL,2003,60,21,8,68,0,68,12,8,4,0,0,31,340,301,37,264,29,7,15,0,28,322,13,221,14,120,0,0,2555,4165
MADHYA PRADESH,SHAJAPUR,2003,31,51,3,71,0,71,13,9,4,3,1,43,268,535,62,473,103,18,23,0,31,1037,10,166,36,79,0,78,1118,3718
MADHYA PRADESH,SHEOPUR,2003,15,28,0,19,0,19,4,1,3,3,2,7,58,96,9,87,37,5,9,0,2,227,1,51,0,11,0,16,663,1254
MADHYA PRADESH,SHIVPURI,2003,60,66,0,69,0,69,47,16,31,0,0,21,191,210,60,150,109,15,16,0,12,400,13,130,0,32,0,99,1983,3473
MADHYA PRADESH,SIDHI,2003,44,19,5,38,0,38,26,24,2,2,1,16,342,303,21,282,32,4,27,0,18,446,17,121,2,27,0,91,2136,3717
MADHYA PRADESH,SIHORE,2003,32,32,2,86,0,86,6,4,2,0,0,24,154,336,45,291,24,13,21,0,12,369,6,87,12,32,0,91,1873,3212
MADHYA PRADESH,TIKAMGARH,2003,40,31,0,50,0,50,15,5,10,1,1,14,169,154,17,137,47,1,14,0,23,912,20,98,5,21,0,60,1002,2678
MADHYA PRADESH,UJJAIN,2003,58,146,1,59,0,59,40,34,6,8,4,73,602,1174,201,973,91,30,48,1,44,813,7,172,27,125,0,81,4030,7634
MADHYA PRADESH,UMARIYA,2003,27,4,34,20,0,20,0,0,0,1,1,16,111,69,0,69,17,0,8,0,8,143,5,59,3,22,0,6,690,1244
MADHYA PRADESH,VIDISHA,2003,41,48,0,94,0,94,9,7,2,23,0,20,275,286,49,237,122,10,11,0,60,606,12,197,24,40,0,43,1789,3710
MAHARASHTRA,AHMEDNAGAR,2003,101,38,2,44,0,44,27,13,14,17,13,102,302,786,232,554,254,29,77,6,44,575,15,51,3,287,0,480,998,4251
MAHARASHTRA,AKOLA,2003,48,38,0,29,0,29,29,29,0,10,1,45,298,727,86,641,89,15,70,5,28,832,9,80,5,132,0,116,1294,3900
MAHARASHTRA,AMRAVATI COMMR.,2003,31,25,2,26,0,26,15,12,3,6,3,35,316,948,157,791,85,21,38,5,20,435,3,45,19,77,0,71,760,2986
MAHARASHTRA,AMRAVATI RURAL,2003,53,38,3,47,0,47,17,15,2,11,0,31,343,902,41,861,138,19,29,4,70,855,8,118,22,151,0,132,772,3763
MAHARASHTRA,AURANGABAD COMMR.,2003,28,26,1,8,0,8,19,13,6,17,5,49,234,506,167,339,126,16,111,4,11,339,4,25,10,130,0,102,515,2286
MAHARASHTRA,AURANGABAD RURAL,2003,60,24,0,14,0,14,4,4,0,10,2,47,110,281,54,227,165,9,35,1,53,798,32,48,8,190,0,200,584,2675
MAHARASHTRA,BEED,2003,72,55,1,25,0,25,17,11,6,23,7,73,282,599,103,496,318,24,47,2,53,992,10,58,8,186,0,186,849,3887
MAHARASHTRA,BHANDARA,2003,30,7,1,41,0,41,7,6,1,3,0,12,224,361,33,328,73,13,19,0,30,378,7,54,27,69,0,117,840,2313
MAHARASHTRA,BULDHANA,2003,53,33,4,39,0,39,17,13,4,17,2,40,239,723,62,661,167,19,69,7,86,825,61,106,26,164,0,180,944,3821
MAHARASHTRA,CHANDRAPUR,2003,41,21,8,36,0,36,13,12,1,8,1,29,295,574,77,497,116,21,47,1,27,508,3,85,21,101,0,189,888,3033
MAHARASHTRA,DHULE,2003,32,13,2,7,0,7,5,5,0,2,3,3,82,219,70,149,61,17,38,2,3,290,2,18,6,90,0,223,636,1754
MAHARASHTRA,GADCHIROLI,2003,58,28,4,30,0,30,17,13,4,9,0,7,113,131,10,121,21,21,8,1,51,282,2,57,20,81,0,60,500,1501
MAHARASHTRA,GONDIA,2003,41,13,1,25,0,25,12,11,1,7,1,9,214,300,27,273,27,10,13,1,15,360,6,93,26,74,0,82,545,1875
MAHARASHTRA,HINGOLI,2003,28,29,1,14,0,14,7,7,0,4,0,44,98,142,21,121,107,6,31,0,25,488,1,36,6,112,0,77,479,1735
MAHARASHTRA,JALGAON,2003,82,39,3,38,0,38,20,9,11,13,2,28,228,475,103,372,135,65,147,2,19,822,8,79,21,239,0,276,1186,3927
MAHARASHTRA,JALNA,2003,53,25,1,8,0,8,15,14,1,7,0,43,165,309,63,246,146,16,44,2,28,644,15,53,14,204,0,100,538,2430
MAHARASHTRA,KOLHAPUR,2003,66,40,7,15,0,15,18,11,7,5,0,24,229,508,178,330,148,93,304,6,16,567,25,47,7,64,0,286,883,3358
MAHARASHTRA,LATUR,2003,56,34,0,21,0,21,15,15,0,4,2,34,100,291,42,249,175,25,58,0,37,950,31,49,2,80,0,154,956,3074
MAHARASHTRA,MUMBAI,2003,242,115,8,133,0,133,150,85,65,30,53,239,2550,9793,2883,6910,131,392,1178,73,7,3562,8,282,44,199,0,632,5865,25686
MAHARASHTRA,MUMBAI RLY.,2003,9,8,0,4,0,4,2,2,0,1,2,32,3,1589,1,1588,9,10,36,1,0,28,1,16,1,0,0,0,89,1841
MAHARASHTRA,NAGPUR COMMR.,2003,104,40,0,26,0,26,36,29,7,16,37,172,1079,2022,722,1300,165,46,151,16,14,783,4,36,36,136,0,224,2214,7357
MAHARASHTRA,NAGPUR RLY.,2003,8,2,0,1,0,1,2,2,0,1,1,12,3,940,7,933,4,3,2,14,0,29,0,5,1,0,0,2,139,1169
MAHARASHTRA,NAGPUR RURAL,2003,73,28,5,52,0,52,23,19,4,4,5,63,341,860,66,794,112,28,47,8,62,758,5,95,42,111,0,309,1613,4644
MAHARASHTRA,NANDED,2003,71,90,1,33,0,33,24,14,10,25,8,74,362,518,76,442,219,19,131,1,73,1508,16,78,7,229,0,131,2211,5829
MAHARASHTRA,NANDURBAR,2003,43,13,0,10,0,10,10,9,1,10,1,11,89,134,21,113,91,9,23,3,5,277,2,34,12,77,0,94,335,1283
MAHARASHTRA,NASIK COMMR.,2003,27,20,1,11,0,11,14,12,2,13,3,31,375,705,241,464,86,25,101,2,4,233,4,18,14,116,0,153,586,2542
MAHARASHTRA,NASIK RURAL,2003,110,46,5,54,0,54,20,14,6,25,8,51,260,447,81,366,277,43,95,8,41,806,3,84,31,358,0,411,1201,4384
MAHARASHTRA,NAVI MUMBAI,2003,50,19,0,16,0,16,17,7,10,10,19,49,318,782,330,452,67,52,145,4,1,319,6,28,7,55,0,291,606,2861
MAHARASHTRA,OSMANABAD,2003,38,16,2,12,0,12,7,3,4,6,0,17,191,329,41,288,153,20,25,1,15,727,3,37,11,92,0,176,629,2507
MAHARASHTRA,PARBHANI,2003,52,30,1,13,0,13,12,7,5,26,0,56,151,205,38,167,131,7,60,3,25,966,7,49,5,149,0,77,325,2350
MAHARASHTRA,PUNE COMMR.,2003,110,54,4,40,0,40,46,27,19,11,8,97,868,2740,1568,1172,531,63,462,7,7,983,2,61,92,166,0,368,2093,8813
MAHARASHTRA,PUNE RLY.,2003,0,0,0,3,0,3,0,0,0,0,0,4,0,192,1,191,2,0,3,2,1,1,0,1,0,0,0,2,50,261
MAHARASHTRA,PUNE RURAL,2003,127,26,6,29,0,29,26,14,12,13,14,58,283,661,247,414,143,41,87,0,21,563,7,55,8,165,0,782,1364,4479
MAHARASHTRA,RAIGAD,2003,50,22,1,25,0,25,19,12,7,17,2,26,156,274,46,228,129,15,47,5,14,281,2,42,7,57,0,308,680,2179
MAHARASHTRA,RATNAGIRI,2003,20,14,3,16,0,16,5,1,4,2,0,5,154,178,31,147,48,18,43,5,17,191,0,27,10,47,0,112,357,1272
MAHARASHTRA,SANGLI,2003,78,24,5,47,0,47,24,12,12,9,4,19,187,498,136,362,93,32,153,11,33,414,7,39,8,87,0,297,644,2713
MAHARASHTRA,SATARA,2003,61,20,0,17,0,17,14,6,8,20,3,34,213,506,136,370,88,31,79,1,16,413,8,42,5,156,0,340,1097,3164
MAHARASHTRA,SINDHUDURG,2003,14,4,1,8,0,8,8,4,4,4,1,8,97,93,13,80,38,17,9,2,10,178,1,16,3,3,0,56,239,810
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,2,15,0,15,15,8,7,9,1,45,160,351,104,247,66,19,116,2,10,197,4,19,3,72,0,76,463,1682
MAHARASHTRA,SOLAPUR RURAL,2003,112,50,6,44,0,44,22,15,7,10,3,34,173,367,67,300,153,26,35,4,30,726,4,52,0,130,0,395,854,3230
MAHARASHTRA,THANE COMMR.,2003,111,63,4,51,0,51,58,35,23,23,20,148,929,1872,650,1222,238,76,570,20,10,1378,4,66,29,153,0,241,644,6708
MAHARASHTRA,THANE RURAL,2003,149,49,7,51,0,51,32,16,16,33,11,85,476,537,106,431,208,64,103,9,20,644,6,101,23,107,0,519,774,4008
MAHARASHTRA,WARDHA,2003,48,26,3,25,0,25,15,15,0,6,0,27,284,655,45,610,48,26,50,6,53,791,1,81,4,67,0,116,1451,3783
MAHARASHTRA,WASHIM,2003,27,24,1,15,0,15,13,10,3,11,0,21,100,323,18,305,75,7,21,3,33,514,9,60,12,119,0,74,497,1959
MAHARASHTRA,YAVATMAL,2003,83,68,6,50,0,50,38,35,3,6,3,23,218,745,70,675,58,33,48,1,50,995,12,135,16,170,0,161,1304,4223
MIZORAM,AIZAWL,2003,14,24,1,24,0,24,4,1,3,1,0,14,264,709,42,667,3,13,41,7,11,48,0,25,0,3,0,0,665,1871
MIZORAM,CHAMPHAI,2003,6,1,1,10,0,10,1,0,1,0,0,2,39,67,2,65,0,1,4,2,1,19,0,11,0,0,0,0,56,221
MIZORAM,KOLASIB,2003,5,2,1,5,0,5,2,0,2,3,0,3,33,77,4,73,0,0,2,0,3,15,0,11,0,0,0,10,81,253
MIZORAM,LAWNGTLAI,2003,6,3,0,1,0,1,0,0,0,1,0,0,7,50,1,49,0,0,1,1,1,5,0,6,0,0,0,0,62,144
MIZORAM,LUNGLEI,2003,6,2,0,6,0,6,0,0,0,0,0,2,59,205,8,197,0,4,7,0,4,20,0,15,0,0,0,0,25,355
MIZORAM,MAMIT,2003,2,2,0,1,0,1,0,0,0,0,0,0,18,34,0,34,0,0,1,2,1,6,0,0,0,0,0,0,26,93
MIZORAM,SAIHA,2003,6,1,0,4,0,4,1,1,0,0,0,0,34,101,0,101,0,0,3,0,2,19,0,11,0,0,0,0,178,360
MIZORAM,SERCHHIP,2003,1,1,0,3,0,3,0,0,0,0,0,0,33,60,0,60,0,1,1,0,0,10,0,9,0,0,0,1,39,159
RAJASTHAN,AJMER,2003,47,61,3,36,0,36,100,95,5,1,2,48,372,736,288,448,57,36,311,4,15,709,17,75,0,284,0,345,3101,6360
RAJASTHAN,ALWAR,2003,80,134,0,50,0,50,81,60,21,2,2,40,222,1121,387,734,11,20,328,7,40,2217,42,114,0,274,0,268,2065,7118
RAJASTHAN,BANSWARA,2003,35,26,0,53,0,53,54,51,3,4,0,12,96,128,26,102,259,6,42,0,31,1385,3,89,2,100,0,89,757,3171
RAJASTHAN,BARAN,2003,25,90,2,50,0,50,66,66,0,0,3,18,157,398,72,326,46,15,138,1,22,280,3,175,10,187,0,54,1746,3486
RAJASTHAN,BARMER,2003,16,16,2,16,0,16,26,15,11,0,0,12,110,196,69,127,25,8,95,3,19,651,17,72,0,63,0,110,967,2424
RAJASTHAN,BHARATPUR,2003,91,92,3,41,0,41,105,68,37,1,8,40,81,841,234,607,3,68,297,0,41,1219,30,55,0,228,0,188,3759,7191
RAJASTHAN,BHILWARA,2003,24,56,0,42,0,42,148,112,36,1,1,48,262,815,280,535,159,22,272,1,23,128,6,111,0,286,0,224,3261,5890
RAJASTHAN,BIKANER,2003,50,88,0,27,0,27,41,28,13,0,1,12,125,352,98,254,4,35,196,0,14,639,14,50,0,164,0,134,1566,3512
RAJASTHAN,BUNDI,2003,28,100,3,42,0,42,69,49,20,1,1,21,179,364,87,277,71,17,77,2,17,873,4,152,0,198,0,80,1349,3648
RAJASTHAN,CHITTORGARH,2003,50,48,6,78,0,78,191,164,27,2,6,39,329,657,177,480,244,18,265,3,43,2320,6,99,3,379,0,173,1615,6574
RAJASTHAN,CHURU,2003,29,34,1,22,0,22,29,14,15,2,0,1,99,243,27,216,75,15,228,0,11,985,15,76,1,173,0,72,755,2866
RAJASTHAN,DAUSA,2003,33,17,0,17,0,17,40,21,19,2,1,5,82,411,178,233,82,20,116,0,17,76,3,20,0,61,0,161,2318,3482
RAJASTHAN,DHOLPUR,2003,40,67,1,20,0,20,32,27,5,1,3,17,68,226,58,168,71,9,52,2,15,1036,21,36,0,92,0,81,640,2530
RAJASTHAN,DUNGARPUR,2003,30,20,2,15,0,15,29,29,0,0,0,9,59,55,21,34,105,7,39,0,24,140,10,50,1,54,0,88,1148,1885
RAJASTHAN,G.R.P.,2003,5,8,1,0,0,0,3,0,3,6,1,8,3,536,8,528,2,3,4,1,0,2,2,12,2,0,0,1,258,858
RAJASTHAN,GANGANAGAR,2003,59,143,0,75,0,75,51,47,4,0,1,11,230,389,131,258,10,46,531,2,9,1215,16,69,0,352,0,130,1897,5236
RAJASTHAN,HANUMANGARH,2003,59,92,1,56,0,56,32,24,8,1,0,15,161,377,69,308,44,12,252,1,7,645,18,93,1,254,0,102,1595,3818
RAJASTHAN,JAIPUR,2003,92,114,7,57,0,57,226,187,39,4,1,51,970,3161,1312,1849,1459,226,1357,18,54,1565,32,188,0,482,0,794,7900,18758
RAJASTHAN,JAISALMER,2003,3,0,0,3,0,3,10,6,4,0,0,3,32,120,16,104,13,1,25,0,8,3,4,16,0,13,0,30,412,696
RAJASTHAN,JALORE,2003,22,21,1,6,0,6,36,30,6,0,0,8,69,147,27,120,13,7,87,1,25,51,7,72,0,75,0,63,1693,2404
RAJASTHAN,JHALAWAR,2003,32,81,7,50,0,50,69,51,18,1,0,31,156,325,90,235,142,4,73,2,42,1107,11,141,1,191,0,84,712,3262
RAJASTHAN,JHUNJHUNU,2003,41,10,0,27,0,27,47,33,14,0,0,6,122,269,58,211,87,20,125,1,20,191,7,50,0,102,0,99,2383,3607
RAJASTHAN,JODHPUR,2003,39,68,5,34,0,34,96,62,34,0,2,25,375,1011,490,521,101,75,511,1,46,2318,15,96,4,282,0,252,1468,6824
RAJASTHAN,KARAULI,2003,28,27,0,34,0,34,76,50,26,1,0,10,30,267,52,215,23,9,97,0,26,361,13,80,0,73,0,64,1998,3217
RAJASTHAN,KOTA,2003,35,292,0,35,0,35,134,115,19,0,1,41,324,987,510,477,57,38,365,4,21,459,9,146,2,307,0,160,2613,6030
RAJASTHAN,NAGAUR,2003,45,30,0,32,0,32,40,27,13,2,0,10,268,399,106,293,15,14,173,0,23,349,10,115,0,128,0,141,2682,4476
RAJASTHAN,PALI,2003,38,54,4,27,0,27,80,65,15,1,0,29,233,318,95,223,78,36,184,0,36,42,9,184,1,190,0,208,3217,4969
RAJASTHAN,RAJSAMAND,2003,21,3,0,12,0,12,58,53,5,0,1,8,87,166,64,102,122,6,103,2,17,1304,2,32,2,106,0,141,446,2639
RAJASTHAN,SAWAI MADHOPUR,2003,24,32,1,21,0,21,42,27,15,1,0,12,110,303,105,198,20,14,154,0,12,31,10,56,0,112,0,41,2102,3098
RAJASTHAN,SIKAR,2003,33,20,1,15,0,15,41,22,19,0,0,4,179,276,58,218,159,12,188,0,29,327,17,44,0,111,0,177,1919,3552
RAJASTHAN,SIROHI,2003,27,29,0,11,0,11,35,32,3,0,2,10,113,140,41,99,19,25,56,1,25,565,6,37,0,97,0,107,750,2055
RAJASTHAN,TONK,2003,20,27,5,11,0,11,60,48,12,0,0,13,145,291,79,212,182,20,139,0,10,1274,5,45,1,179,1,136,1273,3837
RAJASTHAN,UDAIPUR,2003,61,77,5,35,0,35,91,72,19,2,4,38,224,431,178,253,294,38,345,1,42,1706,5,65,2,136,0,277,2227,6106
TAMIL NADU,CHENGAI,2003,84,75,0,17,0,17,39,33,6,4,20,25,477,1170,223,947,82,17,94,2,17,999,15,100,62,78,0,590,7112,11079
TAMIL NADU,CHENNAI,2003,71,279,4,38,1,37,34,0,34,6,0,74,649,3779,959,2820,43,19,627,8,1,749,18,90,212,159,0,547,1173,8580
TAMIL NADU,CHENNAI RLY.,2003,0,1,0,0,0,0,0,0,0,2,0,15,0,199,3,196,3,2,2,0,0,32,0,4,2,0,0,5,307,574
TAMIL NADU,COIMBATORE RURAL,2003,72,61,1,16,0,16,19,14,5,6,1,35,265,1146,392,754,321,38,71,3,20,1027,17,79,29,97,0,725,5208,9257
TAMIL NADU,COIMBATORE URBAN,2003,22,17,0,4,0,4,6,1,5,3,0,29,173,993,374,619,106,27,69,3,1,115,1,18,6,24,0,159,1411,3187
TAMIL NADU,CUDDALORE,2003,62,87,2,19,0,19,21,10,11,5,0,19,121,494,155,339,113,2,14,1,59,581,10,73,18,35,0,363,3999,6098
TAMIL NADU,DHARMAPURI,2003,90,58,2,23,0,23,41,34,7,7,0,19,152,332,131,201,374,17,38,1,54,1205,16,91,11,36,0,327,3205,6099
TAMIL NADU,DINDIGUL,2003,62,35,0,18,0,18,23,14,9,4,0,22,118,467,153,314,51,15,47,1,32,497,3,51,2,30,0,306,3236,5020
TAMIL NADU,ERODE,2003,53,18,2,11,0,11,46,33,13,2,0,23,194,676,245,431,40,9,36,4,26,2210,2,60,10,50,0,458,2122,6052
TAMIL NADU,KANCHIPURAM,2003,48,62,0,31,0,31,16,16,0,3,0,3,131,471,92,379,75,0,31,0,4,447,11,57,60,23,0,547,3067,5087
TAMIL NADU,KANYAKUMARI,2003,38,36,3,11,0,11,9,9,0,4,0,7,188,232,33,199,6,9,46,4,42,479,4,22,33,50,0,156,2123,3502
TAMIL NADU,KARUR,2003,26,14,0,3,0,3,13,10,3,3,0,3,62,296,94,202,15,3,11,0,10,800,2,5,4,24,0,201,919,2414
TAMIL NADU,MADURAI RURAL,2003,48,73,1,22,0,22,31,24,7,6,16,50,115,383,51,332,173,7,61,1,21,1868,13,58,8,63,0,300,792,4110
TAMIL NADU,MADURAI URBAN,2003,27,39,1,7,0,7,24,16,8,5,0,12,83,468,82,386,64,5,115,2,6,224,10,29,49,35,0,84,1964,3253
TAMIL NADU,NAGAPATTINAM,2003,41,57,0,5,0,5,24,19,5,2,0,5,82,259,48,211,40,1,16,0,27,1300,8,50,4,25,0,112,1578,3636
TAMIL NADU,NAMAKKAL,2003,31,24,0,7,0,7,22,22,0,1,0,8,56,257,117,140,67,2,18,0,14,1146,6,54,20,41,0,264,1520,3558
TAMIL NADU,NILGIRIS,2003,18,17,0,9,0,9,3,2,1,0,0,3,93,144,26,118,26,3,10,1,0,280,0,39,4,0,0,28,921,1599
TAMIL NADU,PERAMBALUR,2003,31,56,1,13,0,13,36,26,10,0,0,1,58,204,97,107,57,6,15,2,17,740,3,65,10,42,0,117,964,2438
TAMIL NADU,PUDUKOTTAI,2003,32,21,0,8,0,8,21,14,7,1,0,7,67,185,56,129,162,13,15,3,23,282,2,52,5,28,0,146,2189,3262
TAMIL NADU,RAMNATHAPURAM,2003,26,23,0,10,0,10,15,10,5,0,0,5,59,217,34,183,158,8,20,0,25,511,3,49,6,45,0,108,1671,2959
TAMIL NADU,SALEM RURAL,2003,78,123,2,35,0,35,69,62,7,9,4,14,138,357,109,248,306,4,52,2,36,2813,10,167,9,151,0,334,1597,6310
TAMIL NADU,SALEM URBAN,2003,15,18,0,11,0,11,9,8,1,3,2,2,51,337,144,193,14,1,25,1,2,149,3,11,13,13,0,110,1280,2070
TAMIL NADU,SIVAGANGAI,2003,24,33,1,4,0,4,25,19,6,0,0,3,67,231,38,193,41,8,31,1,14,337,4,17,7,34,0,148,1691,2721
TAMIL NADU,THANJAVUR,2003,60,78,0,14,0,14,53,22,31,2,0,8,151,452,101,351,99,3,18,1,21,688,1,100,14,33,0,272,1917,3985
TAMIL NADU,THENI,2003,35,47,0,6,0,6,7,5,2,2,0,14,69,246,45,201,104,6,51,0,19,586,4,53,7,25,0,146,1627,3054
TAMIL NADU,THIRUNELVELI RURAL,2003,54,76,0,43,0,43,30,27,3,0,0,10,150,439,42,397,2,8,34,3,65,1445,11,122,28,41,0,224,3582,6367
TAMIL NADU,THIRUNELVELI URBAN,2003,12,38,0,4,0,4,10,10,0,1,0,9,39,124,14,110,40,6,14,0,4,68,0,11,18,21,0,68,578,1065
TAMIL NADU,THIRUVALLUR,2003,25,47,0,14,0,14,23,23,0,3,0,8,71,279,15,264,140,15,20,1,24,1232,8,70,13,28,0,213,950,3184
TAMIL NADU,THIRUVANNAMALAI,2003,38,17,1,25,0,25,26,20,6,0,0,10,138,358,57,301,146,9,28,1,33,1185,6,37,8,22,0,210,1651,3949
TAMIL NADU,THIRUVARUR,2003,14,38,2,9,0,9,11,8,3,0,0,5,75,242,49,193,70,0,12,0,30,891,2,71,9,19,0,88,1188,2776
TAMIL NADU,THOOTHUGUDI,2003,76,104,1,21,0,21,35,22,13,3,0,20,154,550,49,501,205,12,64,3,40,626,5,76,51,54,0,197,3056,5353
TAMIL NADU,TRICHY RLY.,2003,0,0,1,0,0,0,0,0,0,0,0,0,3,47,1,46,4,0,2,0,0,16,0,0,1,0,0,4,99,177
TAMIL NADU,TRICHY RURAL,2003,44,39,0,7,0,7,9,9,0,3,0,9,59,229,78,151,84,1,19,3,14,826,7,16,4,44,1,270,1349,3037
TAMIL NADU,TRICHY URBAN,2003,17,11,0,6,0,6,14,7,7,1,0,5,62,449,99,350,10,1,51,2,3,86,0,5,41,44,0,131,1531,2470
TAMIL NADU,VELLORE,2003,87,30,0,20,0,20,42,23,19,0,0,5,179,591,128,463,84,9,43,5,24,2431,6,43,32,17,0,383,3323,7354
TAMIL NADU,VILLUPURAM,2003,77,54,3,39,0,39,52,40,12,2,0,14,159,412,162,250,318,17,23,2,38,726,6,100,29,62,0,552,4050,6735
TAMIL NADU,VIRUDHUNAGAR,2003,53,37,0,27,0,27,21,20,1,2,0,13,141,498,85,413,63,4,61,2,25,631,3,77,42,62,0,219,2834,4815
UTTAR PRADESH,AGRA,2003,126,116,34,27,0,27,99,73,26,22,1,60,203,724,417,307,140,83,122,21,12,360,55,59,55,183,0,40,896,3438
UTTAR PRADESH,ALIGARH,2003,156,167,42,24,0,24,92,60,32,11,6,83,93,454,174,280,105,51,77,2,71,236,33,27,14,108,0,113,360,2325
UTTAR PRADESH,ALLAHABAD,2003,119,97,39,21,0,21,57,19,38,13,0,44,160,359,168,191,84,56,104,4,14,256,40,12,27,77,0,220,709,2512
